Race,Gender,Education,Education-Mother,Education-Father,Self-Subjective,2010SOC,2018SOC,2019ONetSOC,Self-Objective,familarity
2,2,12,12,11,6,15-1131,15-1251,15-1251.00,5,6
2,1,11,6,6,5,27-1020,27-1021,27-1021.00,3.941176470588236,4
2,1,12,12,12,6,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,8,8,6,7,29-2050,29-2051,29-2051.00,4.153846153846154,2
2,2,11,5,5,5,43-3011,43-3011,43-3011.00,5.6,2
2,1,14,14,14,6,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,2,11,6,12,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,12,5,12,3,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,1,12,11,11,2,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,1,11,11,11,5,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,9,6,6,3,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
2,1,14,5,7,1,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,10,5,6,5,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,2,14,6,6,2,25-1199,25-1199,25-1199.00,3.6187894472677082,3
2,1,13,13,10,2,29-1020,29-1021,29-1021.00,3.6,2
2,2,12,10,12,4,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,11,1,7,3,39-5012,39-5012,39-5012.00,3.565217391304348,2
2,2,12,6,6,4,41-4010,41-4011,41-4011.00,4.944444444444445,4
2,2,11,5,11,6,47-4090,47-4091,47-4091.00,3.833333333333333,2
2,2,12,4,12,1,39-2011,39-2011,39-2011.00,2.789473684210526,2
2,1,10,10,6,1,47-2031,47-2031,47-2031.00,4,2
2,2,12,10,11,1,47-1011,47-1011,47-1011.00,4.133333333333334,2
2,1,12,7,12,6,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,2,12,11,11,3,39-1021,39-1014,39-1014.00,3.789473684210526,2
2,2,6,6,6,7,41-3099,41-3091,41-3091.00,5.2,3
2,2,11,11,12,5,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,2,8,10,,7,29-2050,29-2051,29-2051.00,4.153846153846154,2
2,2,11,11,11,4,21-1093,21-1093,21-1093.00,4.05,2
2,2,11,6,6,2,11-9051,11-9051,11-9051.00,4.785714285714286,2
2,2,11,5,1,5,31-9093,31-9093,31-9093.00,4.8125,2
2,1,10,7,7,7,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,1,11,6,10,7,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
2,2,11,6,11,3,35-3021,35-3023,35-3023.00,5.464285714285714,2
2,1,12,11,10,1,19-1099,19-1099,19-1099.00,4.046198759029641,3.375
2,2,12,11,11,7,15-2021,15-2021,15-2021.00,4.272727272727272,6
2,1,10,6,6,2,49-3021,49-3021,49-3021.00,4.12,2
2,2,11,11,13,4,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,2,6,11,11,7,31-9093,31-9093,31-9093.00,4.8125,2
2,1,11,11,12,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,12,6,6,4,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,2,11,10,11,7,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,2,9,11,11,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,2,11,11,6,4,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,1,6,,,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,11,12,14,5,31-9093,31-9093,31-9093.00,4.8125,2
2,2,14,12,12,2,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,1,7,11,7,4,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,1,7,7,7,5,53-2010,53-2011,53-2011.00,4.730769230769231,3
2,2,11,5,6,5,39-9021,31-1122,31-1122.00,3.909090909090909,2
2,2,10,6,6,5,15-1131,15-1251,15-1251.00,5,6
2,2,13,9,11,4,29-1071,29-1071,29-1071.00,4.333333333333333,3
2,1,12,11,11,2,19-3011,19-3011,19-3011.00,4,5
2,1,11,1,9,6,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,1,8,10,12,5,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,2,11,10,10,3,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,1,12,10,5,6,13-1041,13-1041,13-1041.00,5.3125,3
2,2,12,10,10,7,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,1,11,11,11,5,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,2,12,,,4,41-3099,41-3091,41-3091.00,5.2,3
2,1,10,11,6,2,13-2052,13-2052,13-2052.00,4.666666666666667,3
2,2,14,8,13,7,31-2020,31-2021,31-2021.00,3.523809523809524,2
2,2,11,5,4,5,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
2,2,10,,,6,43-9061,43-9061,43-9061.00,5.571428571428571,2
2,1,4,7,4,7,31-9092,31-9092,31-9092.00,4.95,2
2,1,11,,,2,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,12,13,6,15-1131,15-1251,15-1251.00,5,6
2,2,11,11,14,2,13-1011,13-1011,13-1011.00,4.571428571428571,3
2,1,12,4,11,5,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,2,11,11,11,5,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,2,12,12,11,5,15-1131,15-1251,15-1251.00,5,6
2,2,10,11,11,3,43-3051,43-3051,43-3051.00,5.863636363636363,2
2,2,11,11,14,1,11-2020,11-2021,11-2021.00,4.25,5
2,1,11,6,6,2,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,6,6,10,2,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,12,6,6,2,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,9,11,8,6,15-2041,15-2041,15-2041.00,4.947368421052632,6
2,2,12,11,12,2,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,11,11,12,5,43-3099,43-3099,43-3099.00,5.804638601852224,2
2,1,11,10,7,1,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,1,9,6,10,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,1,11,11,11,6,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,1,5,5,5,5,35-3022,35-3023,35-3023.00,5.464285714285714,2
2,2,11,3,5,7,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,11,11,11,6,15-1111,15-1221,15-1221.00,3.866666666666667,7
2,2,10,6,6,5,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,2,10,6,6,6,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,11,6,6,5,29-1071,29-1071,29-1071.00,4.333333333333333,3
2,1,14,8,7,3,19-1020,19-1021,19-1021.00,4.25,5
2,2,12,4,4,1,25-2030,25-2031,25-2031.00,3.0625,3
2,2,11,5,6,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,12,11,13,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,14,6,11,4,25-1199,25-1199,25-1199.00,3.6187894472677082,3
2,1,11,6,11,4,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
2,1,8,6,6,5,27-2020,27-2021,27-2021.00,2.222222222222222,2
2,2,11,1,1,2,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,1,12,5,5,1,25-9041,25-9042,25-9042.00,3.9,2
2,2,11,13,13,6,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,6,12,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,12,6,10,6,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,1,8,14,12,2,11-2020,11-2021,11-2021.00,4.25,5
2,2,11,10,11,2,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,1,13,13,13,2,23-1011,23-1011,23-1011.00,3.818181818181818,3
2,1,11,6,9,6,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,11,11,13,5,25-4031,25-4031,25-4031.00,5.171428571428572,3
2,2,12,12,12,7,25-1199,25-1199,25-1199.00,3.6187894472677082,3
2,2,11,11,12,2,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,1,10,,12,4,35-2021,35-2021,35-2021.00,5.322580645,2
2,2,11,11,6,6,21-1010,21-1011,21-1011.00,3.086956522,2
2,1,12,6,11,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,2,11,11,11,2,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,2,12,11,12,1,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,11,11,13,6,11-3031,11-3031,11-3031.00,4.952380952380953,5
2,1,11,6,7,2,19-4021,19-4021,19-4021.00,4.944444444444445,3
2,1,11,6,6,5,31-9092,31-9092,31-9092.00,4.95,2
2,2,12,5,11,5,25-9041,25-9042,25-9042.00,3.9,2
2,2,12,6,11,2,25-4021,25-4022,25-4022.00,4.366666666666666,3
2,2,11,11,9,2,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,2,11,11,12,6,41-3011,41-3011,41-3011.00,4.9,3
2,2,11,5,5,5,15-2031,15-2031,15-2031.00,4.1875,6
2,1,12,6,14,3,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
2,1,10,6,12,6,15-1150,15-1232,15-1232.00,4.5625,5
2,2,6,10,10,3,27-4021,27-4021,27-4021.00,4.586206896551724,3
2,2,11,9,10,3,29-1141,29-1141,29-1141.00,3.740740740740741,2
2,1,12,11,11,4,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,1,9,8,8,4,21-1091,21-1091,21-1091.00,3.625,3
2,1,11,14,9,4,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
2,2,11,6,,7,31-9092,31-9092,31-9092.00,4.95,2
2,1,12,5,6,2,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,2,12,10,12,4,29-2071,29-2072,29-2072.00,5.882352941176471,3
2,2,12,12,12,5,43-4171,43-4171,43-4171.00,5.684210526315789,2
2,1,11,6,9,5,13-2041,13-2041,13-2041.00,5.818181818181818,5
2,2,12,5,12,2,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,1,11,11,10,6,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,14,11,12,4,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,1,8,,,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,11,10,11,5,21-1093,21-1093,21-1093.00,4.05,2
2,2,11,11,14,5,11-9013,11-9013,11-9013.00,4.566666666666666,2
2,2,12,6,6,3,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,1,11,11,9,7,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,1,1,5,17-2051,17-2051,17-2051.00,4.411764705882353,3
2,2,11,11,5,2,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,1,12,1,1,5,17-2041,17-2041,17-2041.00,4.769230769230769,4
2,1,11,6,6,6,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
2,2,11,7,7,5,13-2082,13-2082,13-2082.00,5.666666666666667,2
2,2,10,11,6,7,35-3021,35-3023,35-3023.00,5.464285714285714,2
2,1,6,8,10,3,35-9099,35-9099,35-9099.00,5.239704739704739,2
2,1,11,11,11,1,49-3023,49-3023,49-3023.00,4.4,2
2,1,11,6,,3,49-1011,49-1011,49-1011.00,4.636363636363637,2
2,1,14,11,11,5,11-3051,11-3051,11-3051.00,4.666666666666667,4
2,2,11,4,4,6,53-7064,53-7064,53-7064.00,5.75,2
2,2,14,6,12,4,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,1,11,5,5,3,17-2199,17-2199,17-2199.00,4.299385539694414,4.2727272727272725
2,2,11,12,13,6,23-2011,23-2011,23-2011.00,4.25,3
2,2,11,11,11,6,31-9093,31-9093,31-9093.00,4.8125,2
2,1,11,1,1,6,31-1010,31-1121,31-1121.00,3.8,2
2,2,10,10,10,7,29-1123,29-1123,29-1123.00,3.166666666666667,2
2,1,9,,,5,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,12,8,11,1,29-1127,29-1127,29-1127.00,3.375,3
2,2,11,11,11,3,13-1111,13-1111,13-1111.00,4.181818181818182,5
2,2,11,8,4,3,25-2030,25-2031,25-2031.00,3.0625,3
2,2,11,13,5,6,41-3011,41-3011,41-3011.00,4.9,3
2,2,11,6,11,3,11-2031,11-2032,11-2032.00,3.9,3
2,2,10,4,6,1,31-2020,31-2021,31-2021.00,3.523809523809524,2
2,2,11,6,10,2,15-1141,15-1242,15-1242.00,5.166666666666667,5
2,2,11,11,11,5,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,11,10,11,5,29-2030,29-2031,29-2031.00,4.64,3
2,2,11,4,4,4,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,1,12,5,5,5,15-1131,15-1251,15-1251.00,5,6
2,2,11,11,11,2,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,11,10,11,3,19-1020,19-1021,19-1021.00,4.25,5
2,2,11,11,11,4,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,1,11,4,4,1,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,9,6,6,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,11,13,13,1,41-9010,41-9011,41-9011.00,4.75,2
2,2,11,11,11,3,43-3099,43-3099,43-3099.00,5.804638601852224,2
2,1,12,4,6,2,31-1010,31-1121,31-1121.00,3.8,2
2,2,8,8,8,5,29-2090,29-2091,29-2091.00,3.2,2
2,1,11,12,10,5,51-9198,51-9198,51-9198.00,5.617647058823529,2
2,2,11,1,1,5,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,1,11,11,13,2,31-9095,31-9095,31-9095.00,5.764705882352941,2
2,1,11,11,12,4,15-2041,15-2041,15-2041.00,4.947368421052632,6
2,2,12,1,10,2,31-9093,31-9093,31-9093.00,4.8125,2
2,2,11,,,7,43-9061,43-9061,43-9061.00,5.571428571428571,2
2,2,11,11,12,1,35-1011,35-1011,35-1011.00,4.380952380952381,2
2,2,11,6,7,5,29-2041,29-2042,29-2042.00,3.583333333333333,2
2,2,11,11,11,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,2,11,6,10,6,41-3099,41-3091,41-3091.00,5.2,3
2,2,11,6,11,3,35-9099,35-9099,35-9099.00,5.239704739704739,2
2,1,12,11,11,1,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
2,2,11,6,6,6,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,1,11,12,11,3,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,2,6,7,7,4,39-5012,39-5012,39-5012.00,3.565217391304348,2
2,1,12,11,11,3,17-1010,17-1011,17-1011.00,4.166666666666667,3
2,2,11,7,7,5,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,1,12,10,11,6,25-4021,25-4022,25-4022.00,4.366666666666666,3
2,2,12,6,4,1,19-3090,19-3091,19-3091.00,3.233333333333333,3
2,1,11,9,11,4,53-1031,53-1043,53-1043.00,4.727272727272728,2
2,2,7,10,10,5,35-2010,35-2011,35-2011.00,5.315789473684211,2
2,1,11,2,6,1,31-1010,31-1121,31-1121.00,3.8,2
2,2,11,11,12,6,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,2,6,6,,1,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,1,10,9,8,6,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,11,11,11,4,29-1199,29-1299,29-1299.00,3.7570639784478796,2.88
2,2,11,11,12,1,39-1021,39-1014,39-1014.00,3.789473684210526,2
2,2,12,12,13,3,21-1091,21-1091,21-1091.00,3.625,3
2,2,11,11,11,3,27-1020,27-1021,27-1021.00,3.941176470588236,4
2,2,6,8,11,7,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,1,9,4,6,3,35-2010,35-2011,35-2011.00,5.315789473684211,2
2,1,6,6,6,2,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,11,6,6,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,13,11,12,6,29-1199,29-1299,29-1299.00,3.7570639784478796,2.88
2,1,11,11,11,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,10,7,12,3,31-9092,31-9092,31-9092.00,4.95,2
2,1,11,11,11,5,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,1,11,10,10,3,13-1070,13-1071,13-1071.00,4.730769230769231,3
2,1,10,1,1,7,15-1131,15-1251,15-1251.00,5,6
2,1,10,10,6,4,33-3021,33-3021,33-3021.00,4,3
2,2,11,5,1,2,31-9096,31-9096,31-9096.00,4.357142857142857,2
2,2,12,10,11,6,37-1012,37-1012,37-1012.00,4.357142857142857,2
2,2,11,4,4,4,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,1,6,6,6,5,51-2031,51-2031,51-2031.00,4.833333333333333,2
2,1,8,11,5,4,35-3031,35-3031,35-3031.00,5,2
2,2,11,11,14,2,25-2030,25-2031,25-2031.00,3.0625,3
2,2,12,1,5,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,2,9,11,14,3,27-4021,27-4021,27-4021.00,4.586206896551724,3
2,2,12,11,10,2,25-2030,25-2031,25-2031.00,3.0625,3
2,2,12,11,12,3,25-9011,25-4022,25-4022.00,4.366666666666666,3
2,2,11,5,5,1,39-9030,39-9031,39-9031.00,3.409090909090909,2
2,2,11,11,11,1,27-3090,27-3091,27-3091.00,4.352941176470588,3
2,2,12,12,10,1,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
2,2,11,6,6,3,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,4,4,3,13-1111,13-1111,13-1111.00,4.181818181818182,5
2,1,12,11,11,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,11,9,12,5,17-2070,17-2071,17-2071.00,4.391304347826087,5
2,2,11,11,11,3,31-1010,31-1121,31-1121.00,3.8,2
2,2,11,11,11,1,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
2,1,11,6,11,5,11-9111,11-9111,11-9111.00,3.944444444444445,3
2,1,11,5,11,5,17-2011,17-2011,17-2011.00,4.166666666666667,5
2,2,12,8,4,3,25-2050,25-2051,25-2051.00,2.944444444444445,2
2,2,11,10,11,4,39-9021,31-1122,31-1122.00,3.909090909090909,2
2,2,6,9,9,4,51-9198,51-9198,51-9198.00,5.617647058823529,2
2,2,11,11,12,5,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,2,10,10,10,6,39-9099,39-9099,39-9099.00,3.2355725677830947,2
2,2,11,4,4,6,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,2,2,6,6,4,41-4010,41-4011,41-4011.00,4.944444444444445,4
2,2,11,4,4,5,25-2030,25-2031,25-2031.00,3.0625,3
2,2,11,6,1,6,41-3021,41-3021,41-3021.00,4.473684210526316,2
2,2,8,7,8,5,41-3099,41-3091,41-3091.00,5.2,3
2,1,11,11,12,3,17-2199,17-2199,17-2199.00,4.299385539694414,4.2727272727272725
2,2,10,6,1,1,39-1021,39-1014,39-1014.00,3.789473684210526,2
2,2,11,6,4,7,25-2030,25-2031,25-2031.00,3.0625,3
2,2,8,1,11,7,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,11,10,10,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,2,12,10,11,2,43-5061,43-5061,43-5061.00,5.470588235294118,3
2,2,14,11,12,5,23-1011,23-1011,23-1011.00,3.818181818181818,3
2,1,12,11,10,7,43-3011,43-3011,43-3011.00,5.6,2
2,1,6,4,11,7,21-1020,21-1021,21-1021.00,2.956521739130435,2
2,2,11,,,3,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,11,9,4,17-2141,17-2141,17-2141.00,4.428571428571429,4
2,2,10,10,10,1,21-1091,21-1091,21-1091.00,3.625,3
2,2,10,1,5,7,17-2011,17-2011,17-2011.00,4.166666666666667,5
2,1,9,6,5,2,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,12,11,12,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,1,11,12,9,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,11,11,12,3,51-6041,51-6041,51-6041.00,4.333333333333333,2
2,2,7,1,1,1,15-1150,15-1232,15-1232.00,4.5625,5
2,2,12,12,13,4,29-1071,29-1071,29-1071.00,4.333333333333333,3
2,1,7,6,7,6,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,11,10,11,1,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,11,,,2,31-9091,31-9091,31-9091.00,4.75,2
2,2,11,5,11,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,11,8,6,2,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
2,1,12,10,11,4,11-9041,11-9041,11-9041.00,3.476190476190476,5
2,2,6,6,6,2,31-9095,31-9095,31-9095.00,5.764705882352941,2
2,1,11,5,6,2,19-4090,19-4042,19-4042.00,4.923076923076923,3
2,2,10,4,10,6,39-9021,31-1122,31-1122.00,3.909090909090909,2
2,2,6,1,6,6,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,2,11,6,11,2,53-7199,53-7199,53-7199.00,5.315789473684211,2
2,2,11,11,12,4,17-2051,17-2051,17-2051.00,4.411764705882353,3
2,1,12,6,6,4,53-1031,53-1043,53-1043.00,4.727272727272728,2
2,2,12,11,11,7,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,11,11,12,5,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,11,11,11,3,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,12,6,5,6,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,2,3,13,9,4,41-3099,41-3091,41-3091.00,5.2,3
2,2,9,6,6,3,41-3099,41-3091,41-3091.00,5.2,3
2,2,11,12,11,5,17-1020,17-1021,17-1021.00,5.5,4
2,2,9,10,10,1,41-4010,41-4011,41-4011.00,4.944444444444445,4
2,2,8,7,7,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,11,11,6,6,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,9,,,6,11-3121,11-3121,11-3121.00,4.230769230769231,3
2,1,13,6,6,5,29-1051,29-1051,29-1051.00,4.666666666666667,4
2,1,11,11,11,4,15-1142,15-1244,15-1244.00,5.2,5
2,1,11,4,13,4,51-3099,51-3099,51-3099.00,5.175992961287078,2
2,2,8,12,14,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,13,1,1,2,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,2,11,11,13,4,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,12,11,11,5,21-1091,21-1091,21-1091.00,3.625,3
2,1,12,10,13,6,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,1,12,6,5,3,19-4021,19-4021,19-4021.00,4.944444444444445,3
2,1,6,6,6,4,45-1011,45-1011,45-1011.00,4.566666666666666,2
2,2,10,10,12,5,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
2,2,11,,,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,1,9,11,11,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
2,1,12,6,6,4,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
2,2,11,11,14,5,25-2010,25-2011,25-2011.00,2.823529411764706,2
2,1,12,6,,2,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
2,2,6,6,9,3,35-3031,35-3031,35-3031.00,5,2
2,2,13,6,6,6,39-4031,39-4031,39-4031.00,2.818181818181818,2
2,2,14,10,10,5,11-3031,11-3031,11-3031.00,4.952380952380953,5
2,2,11,6,6,1,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,2,13,12,12,5,29-1060,29-1211,29-1211.00,3.666666666666667,3
2,1,11,7,9,5,27-4030,27-4031,27-4031.00,4.583333333333333,2
2,2,11,10,11,4,51-1011,51-1011,51-1011.00,4.7,3
2,2,12,10,10,2,29-1122,29-1122,29-1122.00,3.529411764705882,2
2,2,7,6,6,5,35-3031,35-3031,35-3031.00,5,2
2,1,11,11,11,4,13-1022,13-1022,13-1022.00,4.9,3
2,2,11,1,4,5,29-2061,29-2061,29-2061.00,4.217391304347826,2
2,2,11,11,13,5,41-1011,41-1011,41-1011.00,4.571428571428571,2
2,2,12,6,10,7,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,1,12,12,13,4,15-1142,15-1244,15-1244.00,5.2,5
2,1,9,7,6,5,35-3031,35-3031,35-3031.00,5,2
2,2,9,9,6,6,35-3041,35-3041,35-3041.00,5.571428571428571,2
2,2,10,11,10,5,43-3011,43-3011,43-3011.00,5.6,2
2,2,11,9,11,4,15-1131,15-1251,15-1251.00,5,6
2,2,11,6,6,1,27-2030,27-2031,27-2031.00,2.285714285714286,2
2,1,11,6,6,4,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,1,11,6,8,6,11-3021,11-3021,11-3021.00,4.058823529411764,6
2,2,10,4,,1,29-2050,29-2051,29-2051.00,4.153846153846154,2
2,2,12,5,,4,27-3090,27-3091,27-3091.00,4.352941176470588,3
2,1,11,11,8,2,27-2011,27-2011,27-2011.00,2.473684210526316,2
2,2,9,6,9,5,43-4199,43-4199,43-4199.00,5.580262878676192,2
2,1,11,6,6,6,13-2053,13-2053,13-2053.00,5.571428571428571,3
2,2,12,6,6,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,12,12,3,15-1111,15-1221,15-1221.00,3.866666666666667,7
2,1,12,12,14,1,53-1031,53-1043,53-1043.00,4.727272727272728,2
2,2,8,7,7,6,33-1012,33-1012,33-1012.00,3.55,2
2,2,11,9,9,2,39-9021,31-1122,31-1122.00,3.909090909090909,2
2,2,10,6,9,2,13-2099,13-2099,13-2099.00,5.02605274,3.375
2,1,11,7,9,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,1,11,11,11,4,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,2,12,11,4,2,41-2010,41-2011,41-2011.00,5.758620689655173,2
2,2,11,6,6,2,11-3011,11-3012,11-3012.00,4.222222222222222,3
2,1,11,11,11,2,15-1142,15-1244,15-1244.00,5.2,5
2,2,11,1,5,2,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,1,9,6,6,1,49-9071,49-9071,49-9071.00,4.233333333333333,2
2,2,12,11,14,2,23-2090,27-3092,27-3092.00,5.642857142857143,2
2,2,9,10,11,7,43-4071,43-4071,43-4071.00,6,2
2,1,11,10,11,1,35-1011,35-1011,35-1011.00,4.380952380952381,2
2,2,11,5,5,3,17-2051,17-2051,17-2051.00,4.411764705882353,3
2,2,10,5,7,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,1,11,11,11,5,17-2061,17-2061,17-2061.00,4.555555555555555,5
2,1,11,10,13,5,41-3021,41-3021,41-3021.00,4.473684210526316,2
2,2,12,6,11,6,13-2011,13-2011,13-2011.00,5.233333333333333,3
2,2,12,11,11,6,15-1111,15-1221,15-1221.00,3.866666666666667,7
2,2,12,1,1,6,15-1121,15-1211,15-1211.00,4.681818181818182,6
2,2,9,10,12,4,21-1093,21-1093,21-1093.00,4.05,2
2,2,11,11,13,5,19-3022,19-3022,19-3022.00,4.75,4
2,1,14,11,12,2,19-1099,19-1099,19-1099.00,4.046198759029641,3.375
2,2,11,8,8,1,29-1129,29-1129,29-1129.00,3.529793774044987,2.3
2,2,13,10,10,1,29-1122,29-1122,29-1122.00,3.529411764705882,2
2,1,11,11,6,3,13-1111,13-1111,13-1111.00,4.181818181818182,5
